fips2010,State,County,cbsasub,areaname,lim50_19p1,lim50_19p2,lim50_19p3,lim50_19p4,lim50_19p5,lim50_19p6,lim50_19p7,lim50_19p8,lim120_19p1,lim120_19p2,lim120_19p3,lim120_19p4,lim120_19p5,lim120_19p6,lim120_19p7,lim120_19p8,fips2000,name
0100199999,1,1,METRO33860M33860,"Montgomery, AL MSA",23100,26400,29700,32950,35600,38250,40900,43500,55350,63250,71150,79100,85400,91750,98050,104400,0100199999,Autauga County
0100399999,1,3,METRO19300M19300,"Daphne-Fairhope-Foley, AL MSA",26400,30150,33900,37650,40700,43700,46700,49700,63250,72300,81300,90350,97600,104800,112050,119300,0100399999,Baldwin County
0100599999,1,5,NCNTY01005N01005,"Barbour County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0100599999,Barbour County
0100799999,1,7,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",26050,29800,33500,37200,40200,43200,46150,49150,62500,71400,80350,89300,96400,103550,110700,117850,0100799999,Bibb County
0100999999,1,9,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",26050,29800,33500,37200,40200,43200,46150,49150,62500,71400,80350,89300,96400,103550,110700,117850,0100999999,Blount County
0101199999,1,11,NCNTY01011N01011,"Bullock County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0101199999,Bullock County
0101399999,1,13,NCNTY01013N01013,"Butler County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0101399999,Butler County
0101599999,1,15,METRO11500M11500,"Anniston-Oxford-Jacksonville, AL MSA",19700,22500,25300,28100,30350,32600,34850,37100,47200,53950,60700,67450,72850,78250,83650,89000,0101599999,Calhoun County
0101799999,1,17,NCNTY01017N01017,"Chambers County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0101799999,Chambers County
0101999999,1,19,NCNTY01019N01019,"Cherokee County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0101999999,Cherokee County
0102199999,1,21,METRO13820N01021,"Chilton County, AL HUD Metro FMR Area",19400,22150,24900,27650,29900,32100,34300,36500,46450,53100,59700,66350,71650,77000,82300,87600,0102199999,Chilton County
0102399999,1,23,NCNTY01023N01023,"Choctaw County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0102399999,Choctaw County
0102599999,1,25,NCNTY01025N01025,"Clarke County, AL",18700,21400,24050,26700,28850,31000,33150,35250,44850,51250,57650,64100,69200,74350,79450,84600,0102599999,Clarke County
0102799999,1,27,NCNTY01027N01027,"Clay County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0102799999,Clay County
0102999999,1,29,NCNTY01029N01029,"Cleburne County, AL",18550,21200,23850,26450,28600,30700,32800,34950,44450,50800,57150,63500,68550,73650,78700,83800,0102999999,Cleburne County
0103199999,1,31,NCNTY01031N01031,"Coffee County, AL",23100,26400,29700,32950,35600,38250,40900,43500,55350,63250,71150,79100,85400,91750,98050,104400,0103199999,Coffee County
0103399999,1,33,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",22150,25300,28450,31600,34150,36700,39200,41750,53100,60650,68250,75850,81900,87950,94050,100100,0103399999,Colbert County
0103599999,1,35,NCNTY01035N01035,"Conecuh County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0103599999,Conecuh County
0103799999,1,37,NCNTY01037N01037,"Coosa County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0103799999,Coosa County
0103999999,1,39,NCNTY01039N01039,"Covington County, AL",18550,21200,23850,26450,28600,30700,32800,34950,44450,50800,57150,63500,68550,73650,78700,83800,0103999999,Covington County
0104199999,1,41,NCNTY01041N01041,"Crenshaw County, AL",18700,21400,24050,26700,28850,31000,33150,35250,44850,51250,57650,64100,69200,74350,79450,84600,0104199999,Crenshaw County
0104399999,1,43,NCNTY01043N01043,"Cullman County, AL",18600,21250,23900,26550,28700,30800,32950,35050,44600,51000,57350,63700,68800,73900,79000,84100,0104399999,Cullman County
0104599999,1,45,NCNTY01045N01045,"Dale County, AL",20500,23400,26350,29250,31600,33950,36300,38650,49150,56150,63200,70200,75800,81450,87050,92650,0104599999,Dale County
0104799999,1,47,NCNTY01047N01047,"Dallas County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0104799999,Dallas County
0104999999,1,49,NCNTY01049N01049,"DeKalb County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0104999999,DeKalb County
0105199999,1,51,METRO33860M33860,"Montgomery, AL MSA",23100,26400,29700,32950,35600,38250,40900,43500,55350,63250,71150,79100,85400,91750,98050,104400,0105199999,Elmore County
0105399999,1,53,NCNTY01053N01053,"Escambia County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0105399999,Escambia County
0105599999,1,55,METRO23460M23460,"Gadsden, AL MSA",20000,22850,25700,28550,30850,33150,35450,37700,47950,54800,61650,68500,74000,79500,84950,90450,0105599999,Etowah County
0105799999,1,57,NCNTY01057N01057,"Fayette County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0105799999,Fayette County
0105999999,1,59,NCNTY01059N01059,"Franklin County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0105999999,Franklin County
0106199999,1,61,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,0106199999,Geneva County
0106399999,1,63,NCNTY01063N01063,"Greene County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0106399999,Greene County
0106599999,1,65,METRO46220M46220,"Tuscaloosa, AL HUD Metro FMR Area",23450,26800,30150,33450,36150,38850,41500,44200,56200,64200,72250,80300,86700,93100,99550,105950,0106599999,Hale County
0106799999,1,67,METRO20020N01067,"Henry County, AL HUD Metro FMR Area",19600,22400,25200,28000,30250,32500,34750,37000,47050,53750,60500,67200,72600,77950,83350,88700,0106799999,Henry County
0106999999,1,69,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",20100,23000,25850,28700,31000,33300,35600,37900,48200,55100,62000,68900,74400,79900,85400,90900,0106999999,Houston County
0107199999,1,71,NCNTY01071N01071,"Jackson County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0107199999,Jackson County
0107399999,1,73,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",26050,29800,33500,37200,40200,43200,46150,49150,62500,71400,80350,89300,96400,103550,110700,117850,0107399999,Jefferson County
0107599999,1,75,NCNTY01075N01075,"Lamar County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0107599999,Lamar County
0107799999,1,77,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",22150,25300,28450,31600,34150,36700,39200,41750,53100,60650,68250,75850,81900,87950,94050,100100,0107799999,Lauderdale County
0107999999,1,79,METRO19460M19460,"Decatur, AL MSA",22000,25150,28300,31400,33950,36450,38950,41450,52750,60300,67800,75350,81400,87400,93450,99500,0107999999,Lawrence County
0108199999,1,81,METRO12220M12220,"Auburn-Opelika, AL MSA",24900,28450,32000,35550,38400,41250,44100,46950,59700,68250,76800,85300,92150,98950,105800,112600,0108199999,Lee County
0108399999,1,83,METRO26620M26620,"Huntsville, AL MSA",29750,34000,38250,42450,45850,49250,52650,56050,71300,81500,91700,101900,110050,118200,126350,134500,0108399999,Limestone County
0108599999,1,85,METRO33860M33860,"Montgomery, AL MSA",23100,26400,29700,32950,35600,38250,40900,43500,55350,63250,71150,79100,85400,91750,98050,104400,0108599999,Lowndes County
0108799999,1,87,NCNTY01087N01087,"Macon County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0108799999,Macon County
0108999999,1,89,METRO26620M26620,"Huntsville, AL MSA",29750,34000,38250,42450,45850,49250,52650,56050,71300,81500,91700,101900,110050,118200,126350,134500,0108999999,Madison County
0109199999,1,91,NCNTY01091N01091,"Marengo County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0109199999,Marengo County
0109399999,1,93,NCNTY01093N01093,"Marion County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0109399999,Marion County
0109599999,1,95,NCNTY01095N01095,"Marshall County, AL",19150,21900,24650,27350,29550,31750,33950,36150,45950,52500,59100,65650,70900,76150,81400,86650,0109599999,Marshall County
0109799999,1,97,METRO33660M33660,"Mobile, AL MSA",21250,24250,27300,30300,32750,35150,37600,40000,50900,58200,65450,72700,78550,84350,90150,96000,0109799999,Mobile County
0109999999,1,99,NCNTY01099N01099,"Monroe County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0109999999,Monroe County
0110199999,1,101,METRO33860M33860,"Montgomery, AL MSA",23100,26400,29700,32950,35600,38250,40900,43500,55350,63250,71150,79100,85400,91750,98050,104400,0110199999,Montgomery County
0110399999,1,103,METRO19460M19460,"Decatur, AL MSA",22000,25150,28300,31400,33950,36450,38950,41450,52750,60300,67800,75350,81400,87400,93450,99500,0110399999,Morgan County
0110599999,1,105,NCNTY01105N01105,"Perry County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0110599999,Perry County
0110799999,1,107,METRO46220N01107,"Pickens County, AL HUD Metro FMR Area",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0110799999,Pickens County
0110999999,1,109,NCNTY01109N01109,"Pike County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0110999999,Pike County
0111199999,1,111,NCNTY01111N01111,"Randolph County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0111199999,Randolph County
0111399999,1,113,METRO17980M17980,"Columbus, GA-AL MSA",20900,23850,26850,29800,32200,34600,37000,39350,50050,57200,64350,71500,77250,82950,88700,94400,0111399999,Russell County
0111599999,1,115,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",26050,29800,33500,37200,40200,43200,46150,49150,62500,71400,80350,89300,96400,103550,110700,117850,0111599999,St. Clair County
0111799999,1,117,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",26050,29800,33500,37200,40200,43200,46150,49150,62500,71400,80350,89300,96400,103550,110700,117850,0111799999,Shelby County
0111999999,1,119,NCNTY01119N01119,"Sumter County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0111999999,Sumter County
0112199999,1,121,NCNTY01121N01121,"Talladega County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0112199999,Talladega County
0112399999,1,123,NCNTY01123N01123,"Tallapoosa County, AL",18800,21500,24200,26850,29000,31150,33300,35450,45100,51550,58000,64450,69600,74750,79900,85050,0112399999,Tallapoosa County
0112599999,1,125,METRO46220M46220,"Tuscaloosa, AL HUD Metro FMR Area",23450,26800,30150,33450,36150,38850,41500,44200,56200,64200,72250,80300,86700,93100,99550,105950,0112599999,Tuscaloosa County
0112799999,1,127,METRO13820N01127,"Walker County, AL HUD Metro FMR Area",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0112799999,Walker County
0112999999,1,129,NCNTY01129N01129,"Washington County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0112999999,Washington County
0113199999,1,131,NCNTY01131N01131,"Wilcox County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0113199999,Wilcox County
0113399999,1,133,NCNTY01133N01133,"Winston County, AL",18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,0113399999,Winston County
0201399999,2,13,NCNTY02013N02013,"Aleutians East Borough, AK",29200,33400,37550,41700,45050,48400,51750,55050,70050,80050,90050,100100,108100,116100,124100,132100,0201399999,Aleutians East Borough
0201699999,2,16,NCNTY02016N02016,"Aleutians West Census Area, AK",33950,38800,43650,48500,52400,56300,60150,64050,81500,93100,104750,116400,125700,135000,144350,153650,0201699999,Aleutians West Census Area
0202099999,2,20,METRO11260M11260,"Anchorage, AK HUD Metro FMR Area",36750,42000,47250,52450,56650,60850,65050,69250,88100,100700,113300,125900,135950,146000,156100,166150,0202099999,Anchorage Municipality
0205099999,2,50,NCNTY02050N02050,"Bethel Census Area, AK",31900,36450,41000,45550,49200,52850,56500,60150,76500,87450,98400,109300,118050,126800,135550,144300,0205099999,Bethel Census Area
0206099999,2,60,NCNTY02060N02060,"Bristol Bay Borough, AK",36550,41800,47000,52200,56400,60600,64750,68950,87700,100200,112750,125300,135300,145300,155350,165350,0206099999,Bristol Bay Borough
0206899999,2,68,NCNTY02068N02068,"Denali Borough, AK",37900,43300,48700,54100,58450,62800,67100,71450,90900,103850,116850,129850,140250,150600,161000,171400,0206899999,Denali Borough
0207099999,2,70,NCNTY02070N02070,"Dillingham Census Area, AK",29200,33400,37550,41700,45050,48400,51750,55050,70050,80050,90050,100100,108100,116100,124100,132100,0207099999,Dillingham Census Area
0209099999,2,90,METRO21820M21820,"Fairbanks, AK MSA",32350,37000,41600,46200,49900,53600,57300,61000,77600,88700,99800,110900,119750,128600,137500,146350,0209099999,Fairbanks North Star Borough
0210099999,2,100,NCNTY02100N02100,"Haines Borough, AK",29200,33400,37550,41700,45050,48400,51750,55050,70050,80050,90050,100100,108100,116100,124100,132100,0210099999,Haines Borough
0210599999,2,105,NCNTY02105N02105,"Hoonah-Angoon Census Area, AK",29200,33400,37550,41700,45050,48400,51750,55050,70050,80050,90050,100100,108100,116100,124100,132100,0210599999,Hoonah-Angoon Census Area
0211099999,2,110,NCNTY02110N02110,"Juneau City and Borough, AK",39000,44600,50150,55700,60200,64650,69100,73550,93600,106950,120300,133700,144350,155050,165750,176450,0211099999,Juneau City and Borough
0212299999,2,122,NCNTY02122N02122,"Kenai Peninsula Borough, AK",30600,35000,39350,43700,47200,50700,54200,57700,73400,83900,94400,104900,113250,121650,130050,138450,0212299999,Kenai Peninsula Borough
0213099999,2,130,NCNTY02130N02130,"Ketchikan Gateway Borough, AK",30200,34500,38800,43100,46550,50000,53450,56900,72400,82750,93100,103450,111700,120000,128250,136550,0213099999,Ketchikan Gateway Borough
0215099999,2,150,NCNTY02150N02150,"Kodiak Island Borough, AK",32500,37150,41800,46400,50150,53850,57550,61250,77950,89100,100200,111350,120250,129200,138100,147000,0215099999,Kodiak Island Borough
0215899999,2,158,NCNTY02158N02158,Kusilvak Census Area,29200,33400,37550,41700,45050,48400,51750,55050,70050,80050,90050,100100,108100,116100,124100,132100,0227099999,Kusilvak Census Area
0216499999,2,164,NCNTY02164N02164,"Lake and Peninsula Borough, AK",29200,33400,37550,41700,45050,48400,51750,55050,70050,80050,90050,100100,108100,116100,124100,132100,0216499999,Lake and Peninsula Borough
0217099999,2,170,METRO11260N02170,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",32450,37050,41700,46300,50050,53750,57450,61150,77800,88900,100000,111100,120000,128900,137800,146700,0217099999,Matanuska-Susitna Borough
0218099999,2,180,NCNTY02180N02180,"Nome Census Area, AK",32650,37300,41950,46600,50350,54100,57800,61550,78300,89450,100650,111850,120800,129750,138700,147650,0218099999,Nome Census Area
0218599999,2,185,NCNTY02185N02185,"North Slope Borough, AK",29200,33400,37550,41700,45050,48400,51750,55050,70050,80050,90050,100100,108100,116100,124100,132100,0218599999,North Slope Borough
0218899999,2,188,NCNTY02188N02188,"Northwest Arctic Borough, AK",29200,33400,37550,41700,45050,48400,51750,55050,70050,80050,90050,100100,108100,116100,124100,132100,0218899999,Northwest Arctic Borough
0219599999,2,195,NCNTY02195N02195,"Petersburg Census Area, AK",29750,34000,38250,42500,45900,49300,52700,56100,71400,81600,91800,102000,110150,118300,126500,134650,0219599999,Petersburg Census Area
0219899999,2,198,NCNTY02198N02198,"Prince of Wales-Hyder Census Area, AK",29200,33400,37550,41700,45050,48400,51750,55050,70050,80050,90050,100100,108100,116100,124100,132100,0219899999,Prince of Wales-Hyder Census Area
0222099999,2,220,NCNTY02220N02220,"Sitka City and Borough, AK",30650,35000,39400,43750,47250,50750,54250,57750,73500,84000,94500,105000,113400,121800,130200,138600,0222099999,Sitka City and Borough
0223099999,2,230,NCNTY02230N02230,"Skagway Municipality, AK",30250,34600,38900,43200,46700,50150,53600,57050,72600,82950,93300,103700,111950,120250,128550,136850,0223099999,Skagway Municipality
0224099999,2,240,NCNTY02240N02240,"Southeast Fairbanks Census Area, AK",29200,33400,37550,41700,45050,48400,51750,55050,70050,80050,90050,100100,108100,116100,124100,132100,0224099999,Southeast Fairbanks Census Area
0226199999,2,261,NCNTY02261N02261,"Valdez-Cordova Census Area, AK",36600,41800,47050,52250,56450,60650,64800,69000,87800,100300,112850,125400,135450,145450,155500,165550,0226199999,Valdez-Cordova Census Area
0227599999,2,275,NCNTY02275N02275,"Wrangell City and Borough, AK",29200,33400,37550,41700,45050,48400,51750,55050,70050,80050,90050,100100,108100,116100,124100,132100,0227599999,Wrangell City and Borough
0228299999,2,282,NCNTY02282N02282,"Yakutat City and Borough, AK",30050,34350,38650,42900,46350,49800,53200,56650,72050,82350,92650,102950,111200,119450,127650,135900,0228299999,Yakutat City and Borough
0229099999,2,290,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",29200,33400,37550,41700,45050,48400,51750,55050,70050,80050,90050,100100,108100,116100,124100,132100,0229099999,Yukon-Koyukuk Census Area
0400199999,4,1,NCNTY04001N04001,"Apache County, AZ",17350,19800,22300,24750,26750,28750,30700,32700,41600,47500,53450,59400,64150,68900,73650,78400,0400199999,Apache County
0400399999,4,3,METRO43420M43420,"Sierra Vista-Douglas, AZ MSA",19450,22200,25000,27750,30000,32200,34450,36650,46600,53300,59950,66600,71950,77250,82600,87900,0400399999,Cochise County
0400599999,4,5,METRO22380M22380,"Flagstaff, AZ MSA",26750,30600,34400,38200,41300,44350,47400,50450,64200,73350,82500,91700,99000,106350,113700,121000,0400599999,Coconino County
0400799999,4,7,NCNTY04007N04007,"Gila County, AZ",18150,20750,23350,25900,28000,30050,32150,34200,43500,49750,55950,62150,67150,72100,77100,82050,0400799999,Gila County
0400999999,4,9,NCNTY04009N04009,"Graham County, AZ",21500,24550,27600,30650,33150,35600,38050,40500,51500,58850,66200,73550,79450,85350,91200,97100,0400999999,Graham County
0401199999,4,11,NCNTY04011N04011,"Greenlee County, AZ",21500,24550,27600,30650,33150,35600,38050,40500,51500,58850,66200,73550,79450,85350,91200,97100,0401199999,Greenlee County
0401299999,4,12,NCNTY04012N04012,"La Paz County, AZ",17350,19800,22300,24750,26750,28750,30700,32700,41600,47500,53450,59400,64150,68900,73650,78400,0401299999,La Paz County
0401399999,4,13,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",25550,29200,32850,36450,39400,42300,45200,48150,61250,70000,78750,87500,94500,101500,108500,115450,0401399999,Maricopa County
0401599999,4,15,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",19100,21800,24550,27250,29450,31650,33800,36000,45800,52300,58850,65400,70650,75850,81100,86350,0401599999,Mohave County
0401799999,4,17,NCNTY04017N04017,"Navajo County, AZ",17400,19900,22400,24850,26850,28850,30850,32850,41750,47700,53700,59650,64400,69200,73950,78700,0401799999,Navajo County
0401999999,4,19,METRO46060M46060,"Tucson, AZ MSA",22400,25600,28800,31950,34550,37100,39650,42200,53700,61350,69000,76700,82800,88950,95100,101200,0401999999,Pima County
0402199999,4,21,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",25550,29200,32850,36450,39400,42300,45200,48150,61250,70000,78750,87500,94500,101500,108500,115450,0402199999,Pinal County
0402399999,4,23,NCNTY04023N04023,"Santa Cruz County, AZ",17400,19900,22400,24850,26850,28850,30850,32850,41750,47700,53700,59650,64400,69200,73950,78700,0402399999,Santa Cruz County
0402599999,4,25,METRO39140M39140,"Prescott, AZ MSA",23150,26450,29750,33050,35700,38350,41000,43650,55500,63450,71400,79300,85650,92000,98350,104700,0402599999,Yavapai County
0402799999,4,27,METRO49740M49740,"Yuma, AZ MSA",17850,20400,22950,25450,27500,29550,31600,33600,42750,48850,54950,61100,65950,70850,75750,80650,0402799999,Yuma County
0500199999,5,1,NCNTY05001N05001,"Arkansas County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0500199999,Arkansas County
0500399999,5,3,NCNTY05003N05003,"Ashley County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0500399999,Ashley County
0500599999,5,5,NCNTY05005N05005,"Baxter County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0500599999,Baxter County
0500799999,5,7,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,0500799999,Benton County
0500999999,5,9,NCNTY05009N05009,"Boone County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0500999999,Boone County
0501199999,5,11,NCNTY05011N05011,"Bradley County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0501199999,Bradley County
0501399999,5,13,NCNTY05013N05013,"Calhoun County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0501399999,Calhoun County
0501599999,5,15,NCNTY05015N05015,"Carroll County, AR",18500,21150,23800,26400,28550,30650,32750,34850,44350,50700,57000,63350,68450,73500,78550,83650,0501599999,Carroll County
0501799999,5,17,NCNTY05017N05017,"Chicot County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0501799999,Chicot County
0501999999,5,19,NCNTY05019N05019,"Clark County, AR",19500,22250,25050,27800,30050,32250,34500,36700,46700,53400,60050,66700,72050,77400,82750,88050,0501999999,Clark County
0502199999,5,21,NCNTY05021N05021,"Clay County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0502199999,Clay County
0502399999,5,23,NCNTY05023N05023,"Cleburne County, AR",19950,22800,25650,28500,30800,33100,35350,37650,47900,54700,61550,68400,73850,79350,84800,90300,0502399999,Cleburne County
0502599999,5,25,METRO38220M38220,"Pine Bluff, AR MSA",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0502599999,Cleveland County
0502799999,5,27,NCNTY05027N05027,"Columbia County, AR",19300,22050,24800,27550,29800,32000,34200,36400,46300,52900,59500,66100,71400,76700,82000,87300,0502799999,Columbia County
0502999999,5,29,NCNTY05029N05029,"Conway County, AR",18800,21450,24150,26800,28950,31100,33250,35400,45000,51450,57900,64300,69450,74600,79750,84900,0502999999,Conway County
0503199999,5,31,METRO27860MM3700,"Jonesboro, AR HUD Metro FMR Area",19250,22000,24750,27450,29650,31850,34050,36250,46100,52700,59300,65900,71150,76400,81700,86950,0503199999,Craighead County
0503399999,5,33,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",18550,21200,23850,26450,28600,30700,32800,34950,44450,50800,57150,63500,68550,73650,78700,83800,0503399999,Crawford County
0503599999,5,35,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",23100,26400,29700,32950,35600,38250,40900,43500,55350,63250,71150,79100,85400,91750,98050,104400,0503599999,Crittenden County
0503799999,5,37,NCNTY05037N05037,"Cross County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0503799999,Cross County
0503999999,5,39,NCNTY05039N05039,"Dallas County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0503999999,Dallas County
0504199999,5,41,NCNTY05041N05041,"Desha County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0504199999,Desha County
0504399999,5,43,NCNTY05043N05043,"Drew County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0504399999,Drew County
0504599999,5,45,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",24400,27850,31350,34800,37600,40400,43200,45950,58450,66800,75150,83500,90200,96900,103550,110250,0504599999,Faulkner County
0504799999,5,47,NCNTY05047N05047,"Franklin County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0504799999,Franklin County
0504999999,5,49,NCNTY05049N05049,"Fulton County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0504999999,Fulton County
0505199999,5,51,METRO26300M26300,"Hot Springs, AR MSA",20300,23200,26100,28950,31300,33600,35900,38250,48650,55600,62550,69500,75050,80600,86150,91700,0505199999,Garland County
0505399999,5,53,METRO30780N05053,"Grant County, AR HUD Metro FMR Area",22300,25500,28700,31850,34400,36950,39500,42050,53500,61150,68800,76450,82550,88650,94800,100900,0505399999,Grant County
0505599999,5,55,NCNTY05055N05055,"Greene County, AR",19800,22600,25450,28250,30550,32800,35050,37300,47450,54250,61000,67800,73200,78650,84050,89500,0505599999,Greene County
0505799999,5,57,NCNTY05057N05057,"Hempstead County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0505799999,Hempstead County
0505999999,5,59,NCNTY05059N05059,"Hot Spring County, AR",18900,21600,24300,27000,29200,31350,33500,35650,45350,51850,58300,64800,70000,75150,80350,85550,0505999999,Hot Spring County
0506199999,5,61,NCNTY05061N05061,"Howard County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0506199999,Howard County
0506399999,5,63,NCNTY05063N05063,"Independence County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0506399999,Independence County
0506599999,5,65,NCNTY05065N05065,"Izard County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0506599999,Izard County
0506799999,5,67,NCNTY05067N05067,"Jackson County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0506799999,Jackson County
0506999999,5,69,METRO38220M38220,"Pine Bluff, AR MSA",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0506999999,Jefferson County
0507199999,5,71,NCNTY05071N05071,"Johnson County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0507199999,Johnson County
0507399999,5,73,NCNTY05073N05073,"Lafayette County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0507399999,Lafayette County
