fips2000,State,County,CBSASub,Areaname,fips2010,lim50_15p1,lim50_15p2,lim50_15p3,lim50_15p4,lim50_15p5,lim50_15p6,lim50_15p7,lim50_15p8,lim120_15p1,lim120_15p2,lim120_15p3,lim120_15p4,lim120_15p5,lim120_15p6,lim120_15p7,lim120_15p8,name
0100199999,1,1,METRO33860M33860,"Montgomery, AL MSA",0100199999,20800,23800,26750,29700,32100,34500,36850,39250,49900,57000,64150,71300,77000,82700,88400,94100,Autauga County
0100399999,1,3,NCNTY01003N01003,"Baldwin County, AL",0100399999,21150,24150,27150,30150,32600,35000,37400,39800,50650,57900,65100,72350,78150,83950,89750,95500,Baldwin County
0100599999,1,5,NCNTY01005N01005,"Barbour County, AL",0100599999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Barbour County
0100799999,1,7,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",0100799999,21900,25000,28150,31250,33750,36250,38750,41250,52500,60000,67500,75000,81000,87000,93000,99000,Bibb County
0100999999,1,9,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",0100999999,21900,25000,28150,31250,33750,36250,38750,41250,52500,60000,67500,75000,81000,87000,93000,99000,Blount County
0101199999,1,11,NCNTY01011N01011,"Bullock County, AL",0101199999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Bullock County
0101399999,1,13,NCNTY01013N01013,"Butler County, AL",0101399999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Butler County
0101599999,1,15,METRO11500M11500,"Anniston-Oxford, AL MSA",0101599999,17300,19800,22250,24700,26700,28700,30650,32650,41500,47400,53350,59300,64000,68750,73500,78250,Calhoun County
0101799999,1,17,NCNTY01017N01017,"Chambers County, AL",0101799999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Chambers County
0101999999,1,19,NCNTY01019N01019,"Cherokee County, AL",0101999999,17450,19950,22450,24900,26900,28900,30900,32900,41850,47800,53800,59750,64550,69300,74100,78900,Cherokee County
0102199999,1,21,METRO13820N01021,"Chilton County, AL HUD Metro FMR Area",0102199999,18800,21450,24150,26800,28950,31100,33250,35400,45000,51450,57900,64300,69450,74600,79750,84900,Chilton County
0102399999,1,23,NCNTY01023N01023,"Choctaw County, AL",0102399999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Choctaw County
0102599999,1,25,NCNTY01025N01025,"Clarke County, AL",0102599999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Clarke County
0102799999,1,27,NCNTY01027N01027,"Clay County, AL",0102799999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Clay County
0102999999,1,29,NCNTY01029N01029,"Cleburne County, AL",0102999999,17100,19550,22000,24400,26400,28350,30300,32250,41000,46850,52700,58550,63250,67950,72600,77300,Cleburne County
0103199999,1,31,NCNTY01031N01031,"Coffee County, AL",0103199999,21700,24800,27900,30950,33450,35950,38400,40900,52000,59400,66850,74300,80200,86150,92100,98050,Coffee County
0103399999,1,33,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",0103399999,19350,22100,24850,27600,29850,32050,34250,36450,46350,53000,59600,66250,71550,76850,82150,87450,Colbert County
0103599999,1,35,NCNTY01035N01035,"Conecuh County, AL",0103599999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Conecuh County
0103799999,1,37,NCNTY01037N01037,"Coosa County, AL",0103799999,17900,20450,23000,25550,27600,29650,31700,33750,42900,49050,55200,61300,66250,71150,76050,80950,Coosa County
0103999999,1,39,NCNTY01039N01039,"Covington County, AL",0103999999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Covington County
0104199999,1,41,NCNTY01041N01041,"Crenshaw County, AL",0104199999,18700,21400,24050,26700,28850,31000,33150,35250,44850,51250,57650,64100,69200,74350,79450,84600,Crenshaw County
0104399999,1,43,NCNTY01043N01043,"Cullman County, AL",0104399999,17350,19800,22300,24750,26750,28750,30700,32700,41600,47500,53450,59400,64150,68900,73650,78400,Cullman County
0104599999,1,45,NCNTY01045N01045,"Dale County, AL",0104599999,20500,23400,26350,29250,31600,33950,36300,38650,49150,56150,63200,70200,75800,81450,87050,92650,Dale County
0104799999,1,47,NCNTY01047N01047,"Dallas County, AL",0104799999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Dallas County
0104999999,1,49,NCNTY01049N01049,"DeKalb County, AL",0104999999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,DeKalb County
0105199999,1,51,METRO33860M33860,"Montgomery, AL MSA",0105199999,20800,23800,26750,29700,32100,34500,36850,39250,49900,57000,64150,71300,77000,82700,88400,94100,Elmore County
0105399999,1,53,NCNTY01053N01053,"Escambia County, AL",0105399999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Escambia County
0105599999,1,55,METRO23460M23460,"Gadsden, AL MSA",0105599999,17100,19550,22000,24400,26400,28350,30300,32250,41000,46850,52700,58550,63250,67950,72600,77300,Etowah County
0105799999,1,57,NCNTY01057N01057,"Fayette County, AL",0105799999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Fayette County
0105999999,1,59,NCNTY01059N01059,"Franklin County, AL",0105999999,17550,20050,22550,25050,27100,29100,31100,33100,42100,48100,54100,60100,64950,69750,74550,79350,Franklin County
0106199999,1,61,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",0106199999,18800,21450,24150,26800,28950,31100,33250,35400,45000,51450,57900,64300,69450,74600,79750,84900,Geneva County
0106399999,1,63,METRO46220M46220,"Tuscaloosa, AL MSA",0106399999,18550,21200,23850,26450,28600,30700,32800,34950,44450,50800,57150,63500,68550,73650,78700,83800,Greene County
0106599999,1,65,METRO46220M46220,"Tuscaloosa, AL MSA",0106599999,18550,21200,23850,26450,28600,30700,32800,34950,44450,50800,57150,63500,68550,73650,78700,83800,Hale County
0106799999,1,67,METRO20020N01067,"Henry County, AL HUD Metro FMR Area",0106799999,18800,21450,24150,26800,28950,31100,33250,35400,45000,51450,57900,64300,69450,74600,79750,84900,Henry County
0106999999,1,69,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",0106999999,18800,21450,24150,26800,28950,31100,33250,35400,45000,51450,57900,64300,69450,74600,79750,84900,Houston County
0107199999,1,71,NCNTY01071N01071,"Jackson County, AL",0107199999,18000,20550,23100,25650,27750,29800,31850,33900,43100,49250,55400,61550,66500,71400,76350,81250,Jackson County
0107399999,1,73,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",0107399999,21900,25000,28150,31250,33750,36250,38750,41250,52500,60000,67500,75000,81000,87000,93000,99000,Jefferson County
0107599999,1,75,NCNTY01075N01075,"Lamar County, AL",0107599999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Lamar County
0107799999,1,77,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",0107799999,19350,22100,24850,27600,29850,32050,34250,36450,46350,53000,59600,66250,71550,76850,82150,87450,Lauderdale County
0107999999,1,79,METRO19460M19460,"Decatur, AL MSA",0107999999,19050,21750,24450,27150,29350,31500,33700,35850,45600,52150,58650,65150,70350,75600,80800,86000,Lawrence County
0108199999,1,81,METRO12220M12220,"Auburn-Opelika, AL MSA",0108199999,22200,25400,28550,31700,34250,36800,39350,41850,53250,60850,68450,76100,82150,88250,94350,100450,Lee County
0108399999,1,83,METRO26620M26620,"Huntsville, AL MSA",0108399999,25850,29550,33250,36900,39900,42850,45800,48750,62000,70850,79700,88550,95650,102750,109800,116900,Limestone County
0108599999,1,85,METRO33860M33860,"Montgomery, AL MSA",0108599999,20800,23800,26750,29700,32100,34500,36850,39250,49900,57000,64150,71300,77000,82700,88400,94100,Lowndes County
0108799999,1,87,NCNTY01087N01087,"Macon County, AL",0108799999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Macon County
0108999999,1,89,METRO26620M26620,"Huntsville, AL MSA",0108999999,25850,29550,33250,36900,39900,42850,45800,48750,62000,70850,79700,88550,95650,102750,109800,116900,Madison County
0109199999,1,91,NCNTY01091N01091,"Marengo County, AL",0109199999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Marengo County
0109399999,1,93,NCNTY01093N01093,"Marion County, AL",0109399999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Marion County
0109599999,1,95,NCNTY01095N01095,"Marshall County, AL",0109599999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Marshall County
0109799999,1,97,METRO33660M33660,"Mobile, AL MSA",0109799999,18700,21350,24000,26650,28800,30950,33050,35200,44750,51150,57550,63950,69100,74200,79300,84450,Mobile County
0109999999,1,99,NCNTY01099N01099,"Monroe County, AL",0109999999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Monroe County
0110199999,1,101,METRO33860M33860,"Montgomery, AL MSA",0110199999,20800,23800,26750,29700,32100,34500,36850,39250,49900,57000,64150,71300,77000,82700,88400,94100,Montgomery County
0110399999,1,103,METRO19460M19460,"Decatur, AL MSA",0110399999,19050,21750,24450,27150,29350,31500,33700,35850,45600,52150,58650,65150,70350,75600,80800,86000,Morgan County
0110599999,1,105,NCNTY01105N01105,"Perry County, AL",0110599999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Perry County
0110799999,1,107,NCNTY01107N01107,"Pickens County, AL",0110799999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Pickens County
0110999999,1,109,NCNTY01109N01109,"Pike County, AL",0110999999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Pike County
0111199999,1,111,NCNTY01111N01111,"Randolph County, AL",0111199999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Randolph County
0111399999,1,113,METRO17980M17980,"Columbus, GA-AL MSA",0111399999,18900,21600,24300,27000,29200,31350,33500,35650,45350,51850,58300,64800,70000,75150,80350,85550,Russell County
0111599999,1,115,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",0111599999,21900,25000,28150,31250,33750,36250,38750,41250,52500,60000,67500,75000,81000,87000,93000,99000,St. Clair County
0111799999,1,117,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",0111799999,21900,25000,28150,31250,33750,36250,38750,41250,52500,60000,67500,75000,81000,87000,93000,99000,Shelby County
0111999999,1,119,NCNTY01119N01119,"Sumter County, AL",0111999999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Sumter County
0112199999,1,121,NCNTY01121N01121,"Talladega County, AL",0112199999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Talladega County
0112399999,1,123,NCNTY01123N01123,"Tallapoosa County, AL",0112399999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Tallapoosa County
0112599999,1,125,METRO46220M46220,"Tuscaloosa, AL MSA",0112599999,18550,21200,23850,26450,28600,30700,32800,34950,44450,50800,57150,63500,68550,73650,78700,83800,Tuscaloosa County
0112799999,1,127,METRO13820N01127,"Walker County, AL HUD Metro FMR Area",0112799999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Walker County
0112999999,1,129,NCNTY01129N01129,"Washington County, AL",0112999999,19850,22700,25550,28350,30650,32900,35200,37450,47650,54450,61250,68050,73500,78950,84350,89800,Washington County
0113199999,1,131,NCNTY01131N01131,"Wilcox County, AL",0113199999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Wilcox County
0113399999,1,133,NCNTY01133N01133,"Winston County, AL",0113399999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Winston County
0201399999,2,13,NCNTY02013N02013,"Aleutians East Borough, AK",0201399999,26400,30150,33900,37650,40700,43700,46700,49700,63250,72300,81300,90350,97600,104800,112050,119300,Aleutians East Borough
0201699999,2,16,NCNTY02016N02016,"Aleutians West Census Area, AK",0201699999,30450,34800,39150,43500,47000,50500,53950,57450,73100,83500,93950,104400,112750,121100,129450,137800,Aleutians West Census Area
0202099999,2,20,METRO11260M11260,"Anchorage, AK HUD Metro FMR Area",0202099999,31400,35850,40350,44800,48400,52000,55600,59150,75250,86000,96750,107500,116100,124700,133300,141950,Anchorage Municipality
0205099999,2,50,NCNTY02050N02050,"Bethel Census Area, AK",0205099999,26400,30150,33900,37650,40700,43700,46700,49700,63250,72300,81300,90350,97600,104800,112050,119300,Bethel Census Area
0206099999,2,60,NCNTY02060N02060,"Bristol Bay Borough, AK",0206099999,32350,37000,41600,46200,49900,53600,57300,61000,77600,88700,99800,110900,119750,128600,137500,146350,Bristol Bay Borough
0206899999,2,68,NCNTY02068N02068,"Denali Borough, AK",0206899999,33300,38050,42800,47550,51400,55200,59000,62800,79900,91300,102700,114100,123250,132400,141500,150650,Denali Borough
0207099999,2,70,NCNTY02070N02070,"Dillingham Census Area, AK",0207099999,26400,30150,33900,37650,40700,43700,46700,49700,63250,72300,81300,90350,97600,104800,112050,119300,Dillingham Census Area
0209099999,2,90,METRO21820M21820,"Fairbanks, AK MSA",0209099999,28650,32750,36850,40900,44200,47450,50750,54000,68700,78550,88350,98150,106000,113850,121700,129550,Fairbanks North Star Borough
0210099999,2,100,NCNTY02100N02100,"Haines Borough, AK",0210099999,26400,30150,33900,37650,40700,43700,46700,49700,63250,72300,81300,90350,97600,104800,112050,119300,Haines Borough
0210599999,2,105,NCNTY02105N02105,"Hoonah-Angoon Census Area, AK",0210599999,26400,30150,33900,37650,40700,43700,46700,49700,63250,72300,81300,90350,97600,104800,112050,119300,Hoonah-Angoon Census Area
0211099999,2,110,NCNTY02110N02110,"Juneau City and Borough, AK",0211099999,33900,38750,43600,48400,52300,56150,60050,63900,81300,92950,104550,116150,125450,134750,144050,153350,Juneau City and Borough
0212299999,2,122,NCNTY02122N02122,"Kenai Peninsula Borough, AK",0212299999,26950,30800,34650,38500,41600,44700,47750,50850,64700,73900,83150,92400,99800,107200,114600,121950,Kenai Peninsula Borough
0213099999,2,130,NCNTY02130N02130,"Ketchikan Gateway Borough, AK",0213099999,31150,35600,40050,44450,48050,51600,55150,58700,74700,85350,96000,106700,115200,123750,132300,140800,Ketchikan Gateway Borough
0215099999,2,150,NCNTY02150N02150,"Kodiak Island Borough, AK",0215099999,27350,31250,35150,39050,42200,45300,48450,51550,65600,75000,84350,93700,101200,108700,116200,123700,Kodiak Island Borough
0216499999,2,164,NCNTY02164N02164,"Lake and Peninsula Borough, AK",0216499999,26400,30150,33900,37650,40700,43700,46700,49700,63250,72300,81300,90350,97600,104800,112050,119300,Lake and Peninsula Borough
0217099999,2,170,METRO11260N02170,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",0217099999,29100,33250,37400,41550,44900,48200,51550,54850,69800,79800,89750,99700,107700,115700,123650,131650,Matanuska-Susitna Borough
0218099999,2,180,NCNTY02180N02180,"Nome Census Area, AK",0218099999,27700,31650,35600,39550,42750,45900,49050,52250,66450,75950,85450,94900,102500,110100,117700,125300,Nome Census Area
0218599999,2,185,NCNTY02185N02185,"North Slope Borough, AK",0218599999,29200,33400,37550,41700,45050,48400,51750,55050,70050,80050,90050,100100,108100,116100,124100,132100,North Slope Borough
0218899999,2,188,NCNTY02188N02188,"Northwest Arctic Borough, AK",0218899999,26400,30150,33900,37650,40700,43700,46700,49700,63250,72300,81300,90350,97600,104800,112050,119300,Northwest Arctic Borough
0219599999,2,195,NCNTY02195N02195,"Petersburg Census Area, AK",0219599999,29450,33650,37850,42050,45450,48800,52150,55550,70650,80750,90850,100900,109000,117050,125150,133200,Petersburg Census Area
0219899999,2,198,NCNTY02198N02198,"Prince of Wales-Hyder Census Area, AK",0219899999,26400,30150,33900,37650,40700,43700,46700,49700,63250,72300,81300,90350,97600,104800,112050,119300,Prince of Wales-Hyder Census Area
0222099999,2,220,NCNTY02220N02220,"Sitka City and Borough, AK",0222099999,27850,31800,35800,39750,42950,46150,49300,52500,66800,76300,85850,95400,103050,110650,118300,125950,Sitka City and Borough
0223099999,2,230,NCNTY02230N02230,"Skagway Municipality, AK",0223099999,32300,36900,41500,46100,49800,53500,57200,60900,77450,88500,99600,110650,119500,128350,137200,146050,Skagway Municipality
0224099999,2,240,NCNTY02240N02240,"Southeast Fairbanks Census Area, AK",0224099999,26400,30150,33900,37650,40700,43700,46700,49700,63250,72300,81300,90350,97600,104800,112050,119300,Southeast Fairbanks Census Area
0226199999,2,261,NCNTY02261N02261,"Valdez-Cordova Census Area, AK",0226199999,30150,34450,38750,43050,46500,49950,53400,56850,72300,82650,93000,103300,111600,119850,128100,136400,Valdez-Cordova Census Area
0227099999,2,270,NCNTY02270N02270,"Wade Hampton Census Area, AK",0227099999,26400,30150,33900,37650,40700,43700,46700,49700,63250,72300,81300,90350,97600,104800,112050,119300,Wade Hampton Census Area
0227599999,2,275,NCNTY02275N02275,"Wrangell City and Borough, AK",0227599999,26400,30150,33900,37650,40700,43700,46700,49700,63250,72300,81300,90350,97600,104800,112050,119300,Wrangell City and Borough
0228299999,2,282,NCNTY02282N02282,"Yakutat City and Borough, AK",0228299999,28150,32150,36150,40150,43400,46600,49800,53000,67450,77100,86700,96350,104050,111800,119500,127200,Yakutat City and Borough
0229099999,2,290,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",0229099999,26400,30150,33900,37650,40700,43700,46700,49700,63250,72300,81300,90350,97600,104800,112050,119300,Yukon-Koyukuk Census Area
0400199999,4,1,NCNTY04001N04001,"Apache County, AZ",0400199999,16250,18600,20900,23200,25100,26950,28800,30650,39000,44550,50100,55700,60150,64600,69050,73500,Apache County
0400399999,4,3,NCNTY04003N04003,"Cochise County, AZ",0400399999,18900,21600,24300,26950,29150,31300,33450,35600,45300,51750,58200,64700,69850,75050,80200,85400,Cochise County
0400599999,4,5,METRO22380M22380,"Flagstaff, AZ MSA",0400599999,21100,24100,27100,30100,32550,34950,37350,39750,50550,57800,65000,72250,78000,83800,89600,95350,Coconino County
0400799999,4,7,NCNTY04007N04007,"Gila County, AZ",0400799999,17800,20350,22900,25400,27450,29500,31500,33550,42650,48750,54850,60950,65850,70700,75600,80450,Gila County
0400999999,4,9,NCNTY04009N04009,"Graham County, AZ",0400999999,18500,21150,23800,26400,28550,30650,32750,34850,44350,50700,57000,63350,68450,73500,78550,83650,Graham County
0401199999,4,11,NCNTY04011N04011,"Greenlee County, AZ",0401199999,18900,21600,24300,27000,29200,31350,33500,35650,45350,51850,58300,64800,70000,75150,80350,85550,Greenlee County
0401299999,4,12,NCNTY04012N04012,"La Paz County, AZ",0401299999,16250,18600,20900,23200,25100,26950,28800,30650,39000,44550,50100,55700,60150,64600,69050,73500,La Paz County
0401399999,4,13,METRO38060M38060,"Phoenix-Mesa-Glendale, AZ MSA",0401399999,22400,25600,28800,32000,34600,37150,39700,42250,53750,61450,69100,76800,82950,89100,95250,101400,Maricopa County
0401599999,4,15,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",0401599999,16250,18600,20900,23200,25100,26950,28800,30650,39000,44550,50100,55700,60150,64600,69050,73500,Mohave County
0401799999,4,17,NCNTY04017N04017,"Navajo County, AZ",0401799999,16250,18600,20900,23200,25100,26950,28800,30650,39000,44550,50100,55700,60150,64600,69050,73500,Navajo County
0401999999,4,19,METRO46060M46060,"Tucson, AZ MSA",0401999999,20650,23600,26550,29500,31900,34250,36600,38950,49550,56650,63700,70800,76450,82150,87800,93450,Pima County
0402199999,4,21,METRO38060M38060,"Phoenix-Mesa-Glendale, AZ MSA",0402199999,22400,25600,28800,32000,34600,37150,39700,42250,53750,61450,69100,76800,82950,89100,95250,101400,Pinal County
0402399999,4,23,NCNTY04023N04023,"Santa Cruz County, AZ",0402399999,16250,18600,20900,23200,25100,26950,28800,30650,39000,44550,50100,55700,60150,64600,69050,73500,Santa Cruz County
0402599999,4,25,METRO39140M39140,"Prescott, AZ MSA",0402599999,19600,22400,25200,28000,30250,32500,34750,37000,47050,53750,60500,67200,72600,77950,83350,88700,Yavapai County
0402799999,4,27,METRO49740M49740,"Yuma, AZ MSA",0402799999,17450,19950,22450,24900,26900,28900,30900,32900,41850,47800,53800,59750,64550,69300,74100,78900,Yuma County
0500199999,5,1,NCNTY05001N05001,"Arkansas County, AR",0500199999,18650,21300,23950,26600,28750,30900,33000,35150,44700,51050,57450,63850,68950,74050,79150,84250,Arkansas County
0500399999,5,3,NCNTY05003N05003,"Ashley County, AR",0500399999,17950,20500,23050,25600,27650,29700,31750,33800,43000,49150,55300,61450,66350,71250,76200,81100,Ashley County
0500599999,5,5,NCNTY05005N05005,"Baxter County, AR",0500599999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Baxter County
0500799999,5,7,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",0500799999,20550,23500,26450,29350,31700,34050,36400,38750,49300,56350,63400,70450,76100,81700,87350,93000,Benton County
0500999999,5,9,NCNTY05009N05009,"Boone County, AR",0500999999,17750,20250,22800,25300,27350,29350,31400,33400,42500,48600,54650,60700,65600,70450,75300,80150,Boone County
0501199999,5,11,NCNTY05011N05011,"Bradley County, AR",0501199999,15650,17900,20150,22350,24150,25950,27750,29550,37550,42900,48300,53650,57950,62200,66500,70800,Bradley County
0501399999,5,13,NCNTY05013N05013,"Calhoun County, AR",0501399999,16100,18400,20700,22950,24800,26650,28500,30300,38550,44050,49550,55100,59500,63900,68300,72700,Calhoun County
0501599999,5,15,NCNTY05015N05015,"Carroll County, AR",0501599999,16700,19050,21450,23800,25750,27650,29550,31450,40000,45700,51400,57100,61700,66250,70850,75400,Carroll County
0501799999,5,17,NCNTY05017N05017,"Chicot County, AR",0501799999,15650,17900,20150,22350,24150,25950,27750,29550,37550,42900,48300,53650,57950,62200,66500,70800,Chicot County
0501999999,5,19,NCNTY05019N05019,"Clark County, AR",0501999999,17150,19600,22050,24450,26450,28400,30350,32300,41100,46950,52800,58700,63350,68050,72750,77450,Clark County
0502199999,5,21,NCNTY05021N05021,"Clay County, AR",0502199999,15650,17900,20150,22350,24150,25950,27750,29550,37550,42900,48300,53650,57950,62200,66500,70800,Clay County
0502399999,5,23,NCNTY05023N05023,"Cleburne County, AR",0502399999,17950,20500,23050,25600,27650,29700,31750,33800,43000,49150,55300,61450,66350,71250,76200,81100,Cleburne County
0502599999,5,25,METRO38220M38220,"Pine Bluff, AR MSA",0502599999,17150,19600,22050,24500,26500,28450,30400,32350,41150,47050,52900,58800,63500,68200,72900,77600,Cleveland County
0502799999,5,27,NCNTY05027N05027,"Columbia County, AR",0502799999,16500,18850,21200,23550,25450,27350,29250,31100,39550,45200,50850,56500,61050,65550,70100,74600,Columbia County
0502999999,5,29,NCNTY05029N05029,"Conway County, AR",0502999999,17300,19800,22250,24700,26700,28700,30650,32650,41500,47400,53350,59300,64000,68750,73500,78250,Conway County
0503199999,5,31,METRO27860MM3700,"Jonesboro, AR HUD Metro FMR Area",0503199999,19400,22150,24900,27650,29900,32100,34300,36500,46450,53100,59700,66350,71650,77000,82300,87600,Craighead County
0503399999,5,33,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",0503399999,16500,18850,21200,23550,25450,27350,29250,31100,39550,45200,50850,56500,61050,65550,70100,74600,Crawford County
0503599999,5,35,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",0503599999,20300,23200,26100,29000,31350,33650,36000,38300,48700,55700,62650,69600,75150,80750,86300,91850,Crittenden County
0503799999,5,37,NCNTY05037N05037,"Cross County, AR",0503799999,18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,Cross County
0503999999,5,39,NCNTY05039N05039,"Dallas County, AR",0503999999,15650,17900,20150,22350,24150,25950,27750,29550,37550,42900,48300,53650,57950,62200,66500,70800,Dallas County
0504199999,5,41,NCNTY05041N05041,"Desha County, AR",0504199999,15650,17900,20150,22350,24150,25950,27750,29550,37550,42900,48300,53650,57950,62200,66500,70800,Desha County
0504399999,5,43,NCNTY05043N05043,"Drew County, AR",0504399999,15650,17900,20150,22350,24150,25950,27750,29550,37550,42900,48300,53650,57950,62200,66500,70800,Drew County
0504599999,5,45,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",0504599999,22200,25400,28550,31700,34250,36800,39350,41850,53250,60850,68450,76100,82150,88250,94350,100450,Faulkner County
0504799999,5,47,METRO22900N05047,"Franklin County, AR HUD Metro FMR Area",0504799999,15650,17900,20150,22350,24150,25950,27750,29550,37550,42900,48300,53650,57950,62200,66500,70800,Franklin County
0504999999,5,49,NCNTY05049N05049,"Fulton County, AR",0504999999,15650,17900,20150,22350,24150,25950,27750,29550,37550,42900,48300,53650,57950,62200,66500,70800,Fulton County
0505199999,5,51,METRO26300M26300,"Hot Springs, AR MSA",0505199999,17050,19450,21900,24300,26250,28200,30150,32100,40800,46650,52500,58300,63000,67650,72300,77000,Garland County
0505399999,5,53,METRO30780N05053,"Grant County, AR HUD Metro FMR Area",0505399999,22100,25250,28400,31550,34100,36600,39150,41650,53000,60600,68150,75700,81800,87850,93900,99950,Grant County
0505599999,5,55,NCNTY05055N05055,"Greene County, AR",0505599999,17150,19600,22050,24500,26500,28450,30400,32350,41150,47050,52900,58800,63500,68200,72900,77600,Greene County
0505799999,5,57,NCNTY05057N05057,"Hempstead County, AR",0505799999,16000,18250,20550,22800,24650,26450,28300,30100,38300,43800,49250,54700,59100,63500,67850,72250,Hempstead County
0505999999,5,59,NCNTY05059N05059,"Hot Spring County, AR",0505999999,17500,20000,22500,25000,27000,29000,31000,33000,42000,48000,54000,60000,64800,69600,74400,79200,Hot Spring County
0506199999,5,61,NCNTY05061N05061,"Howard County, AR",0506199999,15750,18000,20250,22450,24250,26050,27850,29650,37700,43100,48500,53900,58200,62500,66800,71100,Howard County
0506399999,5,63,NCNTY05063N05063,"Independence County, AR",0506399999,16300,18600,20950,23250,25150,27000,28850,30700,39050,44650,50200,55800,60250,64750,69200,73650,Independence County
0506599999,5,65,NCNTY05065N05065,"Izard County, AR",0506599999,15650,17900,20150,22350,24150,25950,27750,29550,37550,42900,48300,53650,57950,62200,66500,70800,Izard County
0506799999,5,67,NCNTY05067N05067,"Jackson County, AR",0506799999,15650,17900,20150,22350,24150,25950,27750,29550,37550,42900,48300,53650,57950,62200,66500,70800,Jackson County
0506999999,5,69,METRO38220M38220,"Pine Bluff, AR MSA",0506999999,17150,19600,22050,24500,26500,28450,30400,32350,41150,47050,52900,58800,63500,68200,72900,77600,Jefferson County
0507199999,5,71,NCNTY05071N05071,"Johnson County, AR",0507199999,15650,17900,20150,22350,24150,25950,27750,29550,37550,42900,48300,53650,57950,62200,66500,70800,Johnson County
0507399999,5,73,NCNTY05073N05073,"Lafayette County, AR",0507399999,15650,17900,20150,22350,24150,25950,27750,29550,37550,42900,48300,53650,57950,62200,66500,70800,Lafayette County
