fips2000,State,County,CBSASub,Areaname,fips2010,lim50_14p1,lim50_14p2,lim50_14p3,lim50_14p4,lim50_14p5,lim50_14p6,lim50_14p7,lim50_14p8,lim120_14p1,lim120_14p2,lim120_14p3,lim120_14p4,lim120_14p5,lim120_14p6,lim120_14p7,lim120_14p8,name
0102599999,1,25,NCNTY01025N01025,"Clarke County, AL",0102599999,16950,19350,21750,24150,26100,28050,29950,31900,40550,46350,52150,57950,62600,67250,71850,76500,Clarke County
0102799999,1,27,NCNTY01027N01027,"Clay County, AL",0102799999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Clay County
0102999999,1,29,NCNTY01029N01029,"Cleburne County, AL",0102999999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Cleburne County
0103199999,1,31,NCNTY01031N01031,"Coffee County, AL",0103199999,20650,23600,26550,29450,31850,34200,36550,38900,49500,56550,63600,70700,76350,82000,87650,93300,Coffee County
0103399999,1,33,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",0103399999,18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,Colbert County
0103599999,1,35,NCNTY01035N01035,"Conecuh County, AL",0103599999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Conecuh County
0103799999,1,37,NCNTY01037N01037,"Coosa County, AL",0103799999,17850,20400,22950,25450,27500,29550,31600,33600,42750,48850,54950,61100,65950,70850,75750,80650,Coosa County
0103999999,1,39,NCNTY01039N01039,"Covington County, AL",0103999999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Covington County
0104199999,1,41,NCNTY01041N01041,"Crenshaw County, AL",0104199999,18350,20950,23550,26150,28250,30350,32450,34550,43950,50200,56500,62750,67800,72800,77800,82850,Crenshaw County
0104399999,1,43,NCNTY01043N01043,"Cullman County, AL",0104399999,18050,20600,23200,25750,27850,29900,31950,34000,43250,49450,55600,61800,66750,71700,76650,81600,Cullman County
0104599999,1,45,NCNTY01045N01045,"Dale County, AL",0104599999,19800,22600,25450,28250,30550,32800,35050,37300,47450,54250,61000,67800,73200,78650,84050,89500,Dale County
0104799999,1,47,NCNTY01047N01047,"Dallas County, AL",0104799999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Dallas County
0104999999,1,49,NCNTY01049N01049,"DeKalb County, AL",0104999999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,DeKalb County
0105199999,1,51,METRO33860M33860,"Montgomery, AL MSA",0105199999,20900,23850,26850,29800,32200,34600,37000,39350,50050,57200,64350,71500,77250,82950,88700,94400,Elmore County
0105399999,1,53,NCNTY01053N01053,"Escambia County, AL",0105399999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Escambia County
0105599999,1,55,METRO23460M23460,"Gadsden, AL MSA",0105599999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Etowah County
0105799999,1,57,NCNTY01057N01057,"Fayette County, AL",0105799999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Fayette County
0105999999,1,59,NCNTY01059N01059,"Franklin County, AL",0105999999,17300,19750,22200,24650,26650,28600,30600,32550,41400,47350,53250,59150,63900,68650,73350,78100,Franklin County
0106199999,1,61,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",0106199999,18100,20700,23300,25850,27950,30000,32100,34150,43450,49650,55850,62050,67000,71950,76950,81900,Geneva County
0106399999,1,63,METRO46220M46220,"Tuscaloosa, AL MSA",0106399999,19050,21800,24500,27200,29400,31600,33750,35950,45700,52200,58750,65300,70500,75700,80950,86150,Greene County
0106599999,1,65,METRO46220M46220,"Tuscaloosa, AL MSA",0106599999,19050,21800,24500,27200,29400,31600,33750,35950,45700,52200,58750,65300,70500,75700,80950,86150,Hale County
0106799999,1,67,METRO20020N01067,"Henry County, AL HUD Metro FMR Area",0106799999,17750,20250,22800,25300,27350,29350,31400,33400,42500,48600,54650,60700,65600,70450,75300,80150,Henry County
0106999999,1,69,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",0106999999,18100,20700,23300,25850,27950,30000,32100,34150,43450,49650,55850,62050,67000,71950,76950,81900,Houston County
0107199999,1,71,NCNTY01071N01071,"Jackson County, AL",0107199999,17000,19400,21850,24250,26200,28150,30100,32050,40750,46550,52400,58200,62850,67500,72150,76800,Jackson County
0107399999,1,73,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",0107399999,21350,24400,27450,30500,32950,35400,37850,40300,51250,58550,65900,73200,79050,84900,90750,96600,Jefferson County
0107599999,1,75,NCNTY01075N01075,"Lamar County, AL",0107599999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Lamar County
0107799999,1,77,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",0107799999,18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,Lauderdale County
0107999999,1,79,METRO19460M19460,"Decatur, AL MSA",0107999999,18750,21400,24100,26750,28900,31050,33200,35350,44950,51350,57800,64200,69350,74450,79600,84750,Lawrence County
0108199999,1,81,METRO12220M12220,"Auburn-Opelika, AL MSA",0108199999,21000,24000,27000,29950,32350,34750,37150,39550,50300,57500,64700,71900,77650,83400,89150,94900,Lee County
0108399999,1,83,METRO26620M26620,"Huntsville, AL MSA",0108399999,24400,27900,31400,34850,37650,40450,43250,46050,58550,66900,75300,83650,90350,97000,103700,110400,Limestone County
0108599999,1,85,METRO33860M33860,"Montgomery, AL MSA",0108599999,20900,23850,26850,29800,32200,34600,37000,39350,50050,57200,64350,71500,77250,82950,88700,94400,Lowndes County
0108799999,1,87,NCNTY01087N01087,"Macon County, AL",0108799999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Macon County
0108999999,1,89,METRO26620M26620,"Huntsville, AL MSA",0108999999,24400,27900,31400,34850,37650,40450,43250,46050,58550,66900,75300,83650,90350,97000,103700,110400,Madison County
0109199999,1,91,NCNTY01091N01091,"Marengo County, AL",0109199999,16750,19150,21550,23900,25850,27750,29650,31550,40150,45900,51600,57350,61950,66550,71150,75700,Marengo County
0109399999,1,93,NCNTY01093N01093,"Marion County, AL",0109399999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Marion County
0109599999,1,95,NCNTY01095N01095,"Marshall County, AL",0109599999,16950,19350,21750,24150,26100,28050,29950,31900,40550,46350,52150,57950,62600,67250,71850,76500,Marshall County
0109799999,1,97,METRO33660M33660,"Mobile, AL MSA",0109799999,18900,21600,24300,26950,29150,31300,33450,35600,45300,51750,58200,64700,69850,75050,80200,85400,Mobile County
0109999999,1,99,NCNTY01099N01099,"Monroe County, AL",0109999999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Monroe County
0110199999,1,101,METRO33860M33860,"Montgomery, AL MSA",0110199999,20900,23850,26850,29800,32200,34600,37000,39350,50050,57200,64350,71500,77250,82950,88700,94400,Montgomery County
0110399999,1,103,METRO19460M19460,"Decatur, AL MSA",0110399999,18750,21400,24100,26750,28900,31050,33200,35350,44950,51350,57800,64200,69350,74450,79600,84750,Morgan County
0110599999,1,105,NCNTY01105N01105,"Perry County, AL",0110599999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Perry County
0110799999,1,107,NCNTY01107N01107,"Pickens County, AL",0110799999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Pickens County
0110999999,1,109,NCNTY01109N01109,"Pike County, AL",0110999999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Pike County
0111199999,1,111,NCNTY01111N01111,"Randolph County, AL",0111199999,16600,18950,21300,23650,25550,27450,29350,31250,39750,45400,51100,56750,61300,65850,70400,74900,Randolph County
0111399999,1,113,METRO17980M17980,"Columbus, GA-AL MSA",0111399999,17850,20400,22950,25500,27550,29600,31650,33700,42850,48950,55100,61200,66100,71000,75900,80800,Russell County
0111599999,1,115,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",0111599999,21350,24400,27450,30500,32950,35400,37850,40300,51250,58550,65900,73200,79050,84900,90750,96600,St. Clair County
0111799999,1,117,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",0111799999,21350,24400,27450,30500,32950,35400,37850,40300,51250,58550,65900,73200,79050,84900,90750,96600,Shelby County
0111999999,1,119,NCNTY01119N01119,"Sumter County, AL",0111999999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Sumter County
0112199999,1,121,NCNTY01121N01121,"Talladega County, AL",0112199999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Talladega County
0112399999,1,123,NCNTY01123N01123,"Tallapoosa County, AL",0112399999,17150,19600,22050,24450,26450,28400,30350,32300,41100,46950,52800,58700,63350,68050,72750,77450,Tallapoosa County
0112599999,1,125,METRO46220M46220,"Tuscaloosa, AL MSA",0112599999,19050,21800,24500,27200,29400,31600,33750,35950,45700,52200,58750,65300,70500,75700,80950,86150,Tuscaloosa County
0112799999,1,127,METRO13820N01127,"Walker County, AL HUD Metro FMR Area",0112799999,16900,19300,21700,24100,26050,28000,29900,31850,40500,46250,52050,57850,62450,67100,71700,76350,Walker County
0112999999,1,129,NCNTY01129N01129,"Washington County, AL",0112999999,19650,22450,25250,28050,30300,32550,34800,37050,47100,53850,60600,67300,72700,78100,83500,88850,Washington County
0113199999,1,131,NCNTY01131N01131,"Wilcox County, AL",0113199999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Wilcox County
0113399999,1,133,NCNTY01133N01133,"Winston County, AL",0113399999,16450,18800,21150,23500,25400,27300,29150,31050,39500,45100,50750,56400,60900,65400,69950,74450,Winston County
0201399999,2,13,NCNTY02013N02013,"Aleutians East Borough, AK",0201399999,25850,29550,33250,36900,39900,42850,45800,48750,62000,70850,79700,88550,95650,102750,109800,116900,Aleutians East Borough
0201699999,2,16,NCNTY02016N02016,"Aleutians West Census Area, AK",0201699999,30400,34750,39100,43400,46900,50350,53850,57300,72900,83350,93750,104150,112500,120850,129150,137500,Aleutians West Census Area
0202099999,2,20,METRO11260M11260,"Anchorage, AK HUD Metro FMR Area",0202099999,29750,34000,38250,42450,45850,49250,52650,56050,71300,81500,91700,101900,110050,118200,126350,134500,Anchorage Municipality
0205099999,2,50,NCNTY02050N02050,"Bethel Census Area, AK",0205099999,27600,31550,35500,39400,42600,45750,48900,52050,66200,75650,85100,94550,102100,109700,117250,124800,Bethel Census Area
0206099999,2,60,NCNTY02060N02060,"Bristol Bay Borough, AK",0206099999,30600,34950,39300,43650,47150,50650,54150,57650,73350,83800,94300,104750,113150,121500,129900,138300,Bristol Bay Borough
0206899999,2,68,NCNTY02068N02068,"Denali Borough, AK",0206899999,32000,36550,41100,45650,49350,53000,56650,60300,76700,87650,98600,109550,118300,127100,135850,144600,Denali Borough
0207099999,2,70,NCNTY02070N02070,"Dillingham Census Area, AK",0207099999,25850,29550,33250,36900,39900,42850,45800,48750,62000,70850,79700,88550,95650,102750,109800,116900,Dillingham Census Area
0209099999,2,90,METRO21820M21820,"Fairbanks, AK MSA",0209099999,27100,30950,34800,38650,41750,44850,47950,51050,64950,74200,83500,92750,100200,107600,115000,122450,Fairbanks North Star Borough
0210099999,2,100,NCNTY02100N02100,"Haines Borough, AK",0210099999,25850,29550,33250,36900,39900,42850,45800,48750,62000,70850,79700,88550,95650,102750,109800,116900,Haines Borough
0210599999,2,105,NCNTY02105N02105,"Hoonah-Angoon Census Area, AK",0210599999,25850,29550,33250,36900,39900,42850,45800,48750,62000,70850,79700,88550,95650,102750,109800,116900,Hoonah-Angoon Census Area
0211099999,2,110,NCNTY02110N02110,"Juneau City and Borough, AK",0211099999,33300,38050,42800,47550,51400,55200,59000,62800,79900,91300,102700,114100,123250,132400,141500,150650,Juneau City and Borough
0212299999,2,122,NCNTY02122N02122,"Kenai Peninsula Borough, AK",0212299999,26650,30450,34250,38050,41100,44150,47200,50250,63900,73050,82200,91300,98650,105950,113250,120550,Kenai Peninsula Borough
0213099999,2,130,NCNTY02130N02130,"Ketchikan Gateway Borough, AK",0213099999,29800,34050,38300,42550,46000,49400,52800,56200,71500,81700,91900,102100,110300,118450,126650,134800,Ketchikan Gateway Borough
0215099999,2,150,NCNTY02150N02150,"Kodiak Island Borough, AK",0215099999,25850,29550,33250,36900,39900,42850,45800,48750,62000,70850,79700,88550,95650,102750,109800,116900,Kodiak Island Borough
0216499999,2,164,NCNTY02164N02164,"Lake and Peninsula Borough, AK",0216499999,25850,29550,33250,36900,39900,42850,45800,48750,62000,70850,79700,88550,95650,102750,109800,116900,Lake and Peninsula Borough
0217099999,2,170,METRO11260N02170,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",0217099999,27500,31400,35350,39250,42400,45550,48700,51850,65950,75350,84800,94200,101750,109250,116800,124350,Matanuska-Susitna Borough
0218099999,2,180,NCNTY02180N02180,"Nome Census Area, AK",0218099999,27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,Nome Census Area
0218599999,2,185,NCNTY02185N02185,"North Slope Borough, AK",0218599999,27600,31550,35500,39400,42600,45750,48900,52050,66200,75650,85100,94550,102100,109700,117250,124800,North Slope Borough
0218899999,2,188,NCNTY02188N02188,"Northwest Arctic Borough, AK",0218899999,25850,29550,33250,36900,39900,42850,45800,48750,62000,70850,79700,88550,95650,102750,109800,116900,Northwest Arctic Borough
0219599999,2,195,NCNTY02195N02195,"Petersburg Census Area, AK",0219599999,29700,33950,38200,42400,45800,49200,52600,56000,71250,81400,91600,101750,109900,118050,126200,134300,Petersburg Census Area
0219899999,2,198,NCNTY02198N02198,"Prince of Wales-Hyder Census Area, AK",0219899999,25850,29550,33250,36900,39900,42850,45800,48750,62000,70850,79700,88550,95650,102750,109800,116900,Prince of Wales-Hyder Census Area
0222099999,2,220,NCNTY02220N02220,"Sitka City and Borough, AK",0222099999,27550,31500,35450,39350,42500,45650,48800,51950,66100,75550,85000,94450,102000,109550,117100,124650,Sitka City and Borough
0223099999,2,230,NCNTY02230N02230,"Skagway Municipality, AK",0223099999,30500,34850,39200,43550,47050,50550,54050,57500,73150,83600,94050,104500,112900,121250,129600,137950,Skagway Municipality
0224099999,2,240,NCNTY02240N02240,"Southeast Fairbanks Census Area, AK",0224099999,25850,29550,33250,36900,39900,42850,45800,48750,62000,70850,79700,88550,95650,102750,109800,116900,Southeast Fairbanks Census Area
0226199999,2,261,NCNTY02261N02261,"Valdez-Cordova Census Area, AK",0226199999,28500,32550,36600,40650,43950,47200,50450,53700,68300,78050,87800,97550,105350,113150,120950,128800,Valdez-Cordova Census Area
0227099999,2,270,NCNTY02270N02270,"Wade Hampton Census Area, AK",0227099999,25850,29550,33250,36900,39900,42850,45800,48750,62000,70850,79700,88550,95650,102750,109800,116900,Wade Hampton Census Area
0227599999,2,275,NCNTY02275N02275,"Wrangell City and Borough, AK",0227599999,25850,29550,33250,36900,39900,42850,45800,48750,62000,70850,79700,88550,95650,102750,109800,116900,Wrangell City and Borough
0228299999,2,282,NCNTY02282N02282,"Yakutat City and Borough, AK",0228299999,29600,33800,38050,42250,45650,49050,52400,55800,71000,81100,91250,101400,109500,117600,125750,133850,Yakutat City and Borough
0229099999,2,290,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",0229099999,25850,29550,33250,36900,39900,42850,45800,48750,62000,70850,79700,88550,95650,102750,109800,116900,Yukon-Koyukuk Census Area
0400199999,4,1,NCNTY04001N04001,"Apache County, AZ",0400199999,16400,18750,21100,23400,25300,27150,29050,30900,39300,44950,50550,56150,60650,65150,69650,74150,Apache County
0400399999,4,3,NCNTY04003N04003,"Cochise County, AZ",0400399999,18200,20800,23400,25950,28050,30150,32200,34300,43600,49800,56050,62300,67250,72250,77250,82200,Cochise County
0400599999,4,5,METRO22380M22380,"Flagstaff, AZ MSA",0400599999,20850,23800,26800,29750,32150,34550,36900,39300,50000,57100,64250,71400,77100,82800,88550,94250,Coconino County
0400799999,4,7,NCNTY04007N04007,"Gila County, AZ",0400799999,16950,19400,21800,24200,26150,28100,30050,31950,40650,46450,52250,58100,62750,67350,72000,76650,Gila County
0400999999,4,9,NCNTY04009N04009,"Graham County, AZ",0400999999,18500,21150,23800,26400,28550,30650,32750,34850,44350,50700,57000,63350,68450,73500,78550,83650,Graham County
0401199999,4,11,NCNTY04011N04011,"Greenlee County, AZ",0401199999,19100,21800,24550,27250,29450,31650,33800,36000,45800,52300,58850,65400,70650,75850,81100,86350,Greenlee County
0401299999,4,12,NCNTY04012N04012,"La Paz County, AZ",0401299999,16400,18750,21100,23400,25300,27150,29050,30900,39300,44950,50550,56150,60650,65150,69650,74150,La Paz County
0401399999,4,13,METRO38060M38060,"Phoenix-Mesa-Glendale, AZ MSA",0401399999,21700,24800,27900,30950,33450,35950,38400,40900,52000,59400,66850,74300,80200,86150,92100,98050,Maricopa County
0401599999,4,15,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",0401599999,16450,18800,21150,23450,25350,27250,29100,31000,39400,45000,50650,56300,60800,65300,69800,74300,Mohave County
0401799999,4,17,NCNTY04017N04017,"Navajo County, AZ",0401799999,16400,18750,21100,23400,25300,27150,29050,30900,39300,44950,50550,56150,60650,65150,69650,74150,Navajo County
0401999999,4,19,METRO46060M46060,"Tucson, AZ MSA",0401999999,19950,22800,25650,28500,30800,33100,35350,37650,47900,54700,61550,68400,73850,79350,84800,90300,Pima County
0402199999,4,21,METRO38060M38060,"Phoenix-Mesa-Glendale, AZ MSA",0402199999,21700,24800,27900,30950,33450,35950,38400,40900,52000,59400,66850,74300,80200,86150,92100,98050,Pinal County
0402399999,4,23,NCNTY04023N04023,"Santa Cruz County, AZ",0402399999,16400,18750,21100,23400,25300,27150,29050,30900,39300,44950,50550,56150,60650,65150,69650,74150,Santa Cruz County
0402599999,4,25,METRO39140M39140,"Prescott, AZ MSA",0402599999,19200,21950,24700,27400,29600,31800,34000,36200,46050,52600,59200,65750,71000,76300,81550,86800,Yavapai County
0402799999,4,27,METRO49740M49740,"Yuma, AZ MSA",0402799999,16600,18950,21300,23650,25550,27450,29350,31250,39750,45400,51100,56750,61300,65850,70400,74900,Yuma County
0500199999,5,1,NCNTY05001N05001,"Arkansas County, AR",0500199999,18300,20900,23500,26100,28200,30300,32400,34500,43850,50100,56400,62650,67650,72650,77650,82700,Arkansas County
0500399999,5,3,NCNTY05003N05003,"Ashley County, AR",0500399999,17500,20000,22500,24950,26950,28950,30950,32950,41900,47900,53900,59900,64650,69450,74250,79050,Ashley County
0500599999,5,5,NCNTY05005N05005,"Baxter County, AR",0500599999,16150,18450,20750,23050,24900,26750,28600,30450,38700,44250,49800,55300,59750,64150,68600,73000,Baxter County
0500799999,5,7,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",0500799999,20850,23800,26800,29750,32150,34550,36900,39300,50000,57100,64250,71400,77100,82800,88550,94250,Benton County
0500999999,5,9,NCNTY05009N05009,"Boone County, AR",0500999999,17100,19550,22000,24400,26400,28350,30300,32250,41000,46850,52700,58550,63250,67950,72600,77300,Boone County
0501199999,5,11,NCNTY05011N05011,"Bradley County, AR",0501199999,15750,18000,20250,22500,24300,26100,27900,29700,37800,43200,48600,54000,58300,62650,66950,71300,Bradley County
0501399999,5,13,NCNTY05013N05013,"Calhoun County, AR",0501399999,15750,18000,20250,22500,24300,26100,27900,29700,37800,43200,48600,54000,58300,62650,66950,71300,Calhoun County
0501599999,5,15,NCNTY05015N05015,"Carroll County, AR",0501599999,15750,18000,20250,22500,24300,26100,27900,29700,37800,43200,48600,54000,58300,62650,66950,71300,Carroll County
0501799999,5,17,NCNTY05017N05017,"Chicot County, AR",0501799999,15750,18000,20250,22500,24300,26100,27900,29700,37800,43200,48600,54000,58300,62650,66950,71300,Chicot County
0501999999,5,19,NCNTY05019N05019,"Clark County, AR",0501999999,17650,20200,22700,25200,27250,29250,31250,33300,42350,48400,54450,60500,65300,70150,75000,79850,Clark County
0502199999,5,21,NCNTY05021N05021,"Clay County, AR",0502199999,15750,18000,20250,22500,24300,26100,27900,29700,37800,43200,48600,54000,58300,62650,66950,71300,Clay County
0502399999,5,23,NCNTY05023N05023,"Cleburne County, AR",0502399999,17200,19650,22100,24550,26550,28500,30450,32450,41250,47150,53050,58900,63650,68350,73050,77750,Cleburne County
0502599999,5,25,METRO38220M38220,"Pine Bluff, AR MSA",0502599999,16950,19400,21800,24200,26150,28100,30050,31950,40650,46450,52250,58100,62750,67350,72000,76650,Cleveland County
0502799999,5,27,NCNTY05027N05027,"Columbia County, AR",0502799999,17200,19650,22100,24550,26550,28500,30450,32450,41250,47150,53050,58900,63650,68350,73050,77750,Columbia County
0502999999,5,29,NCNTY05029N05029,"Conway County, AR",0502999999,17750,20250,22800,25300,27350,29350,31400,33400,42500,48600,54650,60700,65600,70450,75300,80150,Conway County
0503199999,5,31,METRO27860MM3700,"Jonesboro, AR HUD Metro FMR Area",0503199999,18300,20900,23500,26100,28200,30300,32400,34500,43850,50100,56400,62650,67650,72650,77650,82700,Craighead County
0503399999,5,33,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",0503399999,16400,18750,21100,23400,25300,27150,29050,30900,39300,44950,50550,56150,60650,65150,69650,74150,Crawford County
0503599999,5,35,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",0503599999,19850,22700,25550,28350,30650,32900,35200,37450,47650,54450,61250,68050,73500,78950,84350,89800,Crittenden County
0503799999,5,37,NCNTY05037N05037,"Cross County, AR",0503799999,17050,19500,21950,24350,26300,28250,30200,32150,40900,46750,52600,58450,63100,67800,72450,77150,Cross County
0503999999,5,39,NCNTY05039N05039,"Dallas County, AR",0503999999,15750,18000,20250,22500,24300,26100,27900,29700,37800,43200,48600,54000,58300,62650,66950,71300,Dallas County
0504199999,5,41,NCNTY05041N05041,"Desha County, AR",0504199999,15950,18200,20500,22750,24600,26400,28250,30050,38200,43700,49150,54600,58950,63350,67700,72050,Desha County
0504399999,5,43,NCNTY05043N05043,"Drew County, AR",0504399999,15850,18100,20350,22600,24450,26250,28050,29850,37950,43400,48800,54250,58600,62900,67250,71600,Drew County
0504599999,5,45,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",0504599999,21050,24050,27050,30050,32500,34900,37300,39700,50500,57700,64900,72100,77900,83650,89450,95200,Faulkner County
0504799999,5,47,METRO22900N05047,"Franklin County, AR HUD Metro FMR Area",0504799999,15750,18000,20250,22500,24300,26100,27900,29700,37800,43200,48600,54000,58300,62650,66950,71300,Franklin County
0504999999,5,49,NCNTY05049N05049,"Fulton County, AR",0504999999,15750,18000,20250,22500,24300,26100,27900,29700,37800,43200,48600,54000,58300,62650,66950,71300,Fulton County
0505199999,5,51,METRO26300M26300,"Hot Springs, AR MSA",0505199999,16100,18400,20700,22950,24800,26650,28500,30300,38550,44050,49550,55100,59500,63900,68300,72700,Garland County
0505399999,5,53,METRO30780N05053,"Grant County, AR HUD Metro FMR Area",0505399999,21900,25000,28150,31250,33750,36250,38750,41250,52500,60000,67500,75000,81000,87000,93000,99000,Grant County
0505599999,5,55,NCNTY05055N05055,"Greene County, AR",0505599999,17500,20000,22500,25000,27000,29000,31000,33000,42000,48000,54000,60000,64800,69600,74400,79200,Greene County
0505799999,5,57,NCNTY05057N05057,"Hempstead County, AR",0505799999,15950,18200,20500,22750,24600,26400,28250,30050,38200,43700,49150,54600,58950,63350,67700,72050,Hempstead County
0505999999,5,59,NCNTY05059N05059,"Hot Spring County, AR",0505999999,17250,19700,22150,24600,26600,28550,30550,32500,41350,47250,53150,59050,63750,68500,73200,77950,Hot Spring County
0506199999,5,61,NCNTY05061N05061,"Howard County, AR",0506199999,15750,18000,20250,22500,24300,26100,27900,29700,37800,43200,48600,54000,58300,62650,66950,71300,Howard County
0506399999,5,63,NCNTY05063N05063,"Independence County, AR",0506399999,15950,18200,20500,22750,24600,26400,28250,30050,38200,43700,49150,54600,58950,63350,67700,72050,Independence County
0506599999,5,65,NCNTY05065N05065,"Izard County, AR",0506599999,15750,18000,20250,22500,24300,26100,27900,29700,37800,43200,48600,54000,58300,62650,66950,71300,Izard County
0506799999,5,67,NCNTY05067N05067,"Jackson County, AR",0506799999,15750,18000,20250,22500,24300,26100,27900,29700,37800,43200,48600,54000,58300,62650,66950,71300,Jackson County
0506999999,5,69,METRO38220M38220,"Pine Bluff, AR MSA",0506999999,16950,19400,21800,24200,26150,28100,30050,31950,40650,46450,52250,58100,62750,67350,72000,76650,Jefferson County
